,gender,age,household_income,degree,school_degree,parking_strategy,survey_income_interval,income_group
845,2.0,47.0,5766.0,9.0,5.0,3.0,7.0,1
846,1.0,51.0,4737.0,4.0,5.0,4.0,6.0,1
847,2.0,68.0,2740.0,5.0,5.0,7.0,5.0,1
848,2.0,47.0,2547.0,7.0,5.0,3.0,5.0,1
849,2.0,48.0,3794.0,6.0,5.0,3.0,6.0,1
850,1.0,36.0,6724.0,9.0,5.0,7.0,7.0,2
851,2.0,48.0,4929.0,10.0,5.0,4.0,6.0,1
852,1.0,21.0,575.0,1.0,5.0,5.0,1.0,0
853,2.0,35.0,3831.0,8.0,5.0,4.0,6.0,1
854,2.0,54.0,8582.0,9.0,5.0,4.0,7.0,2
855,1.0,21.0,4729.0,1.0,5.0,3.0,6.0,1
856,1.0,19.0,2047.0,1.0,5.0,5.0,4.0,0
857,1.0,80.0,3730.0,4.0,3.0,7.0,5.0,1
858,1.0,30.0,2260.0,4.0,3.0,3.0,4.0,1
859,1.0,55.0,2914.0,8.0,5.0,5.0,5.0,1
860,1.0,33.0,12296.0,10.0,5.0,3.0,7.0,2
861,2.0,32.0,7956.0,10.0,5.0,3.0,7.0,2
862,1.0,50.0,2437.0,4.0,1.0,7.0,5.0,1
863,1.0,24.0,2868.0,8.0,5.0,3.0,5.0,1
864,1.0,61.0,4904.0,7.0,3.0,3.0,6.0,1
865,1.0,46.0,6199.0,10.0,5.0,3.0,7.0,2
866,2.0,73.0,2901.0,7.0,4.0,3.0,4.0,1
867,2.0,67.0,2448.0,3.0,3.0,5.0,5.0,1
868,1.0,52.0,7721.0,9.0,5.0,4.0,7.0,2
869,1.0,33.0,4015.0,4.0,5.0,7.0,6.0,1
870,1.0,38.0,8528.0,8.0,5.0,3.0,7.0,2
871,2.0,67.0,1426.0,3.0,3.0,4.0,4.0,0
872,2.0,60.0,3505.0,3.0,4.0,5.0,6.0,1
873,1.0,60.0,2556.0,4.0,3.0,4.0,5.0,1
874,2.0,35.0,3683.0,5.0,4.0,5.0,5.0,1
875,2.0,36.0,3976.0,5.0,5.0,5.0,5.0,1
876,2.0,63.0,2846.0,5.0,5.0,5.0,5.0,1
877,2.0,37.0,3235.0,10.0,5.0,3.0,5.0,1
878,1.0,45.0,6729.0,10.0,5.0,3.0,7.0,2
879,2.0,34.0,4316.0,8.0,5.0,3.0,6.0,1
880,2.0,40.0,4163.0,5.0,5.0,4.0,6.0,1
881,1.0,79.0,3298.0,7.0,3.0,5.0,5.0,1
882,1.0,36.0,3556.0,4.0,4.0,3.0,6.0,1
883,2.0,56.0,6663.0,5.0,5.0,4.0,7.0,2
884,1.0,47.0,5490.0,4.0,4.0,4.0,7.0,1
885,2.0,53.0,2323.0,6.0,4.0,4.0,5.0,1
886,1.0,22.0,8223.0,7.0,4.0,3.0,7.0,2
887,1.0,68.0,3470.0,4.0,4.0,3.0,6.0,1
888,2.0,53.0,3032.0,4.0,4.0,3.0,4.0,1
889,2.0,51.0,9441.0,7.0,5.0,5.0,7.0,2
890,1.0,32.0,2438.0,9.0,5.0,3.0,5.0,1
891,1.0,25.0,5003.0,10.0,5.0,3.0,6.0,1
892,1.0,51.0,2503.0,10.0,5.0,4.0,5.0,1
893,1.0,53.0,4484.0,4.0,4.0,3.0,6.0,1
894,2.0,46.0,4065.0,4.0,4.0,3.0,6.0,1
895,2.0,73.0,4902.0,4.0,4.0,3.0,6.0,1
896,2.0,63.0,5519.0,10.0,5.0,7.0,7.0,1
897,2.0,28.0,3731.0,8.0,5.0,7.0,6.0,1
898,1.0,64.0,3223.0,4.0,2.0,3.0,5.0,1
899,2.0,74.0,3911.0,4.0,3.0,4.0,5.0,1
900,1.0,45.0,9557.0,10.0,5.0,3.0,7.0,2
901,1.0,76.0,2919.0,7.0,3.0,4.0,5.0,1
902,1.0,53.0,2291.0,4.0,5.0,5.0,4.0,1
903,1.0,81.0,1291.0,4.0,3.0,4.0,3.0,0
904,2.0,35.0,7284.0,10.0,5.0,7.0,7.0,2
905,2.0,26.0,9303.0,9.0,5.0,7.0,7.0,2
906,1.0,68.0,1960.0,4.0,3.0,5.0,4.0,0
907,2.0,66.0,3465.0,5.0,4.0,7.0,5.0,1
908,2.0,59.0,1971.0,7.0,3.0,7.0,4.0,0
909,2.0,67.0,2212.0,10.0,5.0,5.0,4.0,0
910,1.0,49.0,6351.0,9.0,5.0,4.0,7.0,2
911,2.0,66.0,768.0,3.0,4.0,3.0,3.0,0
912,2.0,25.0,8367.0,10.0,5.0,4.0,7.0,2
913,2.0,62.0,1725.0,3.0,4.0,3.0,4.0,0
914,1.0,36.0,6668.0,7.0,5.0,3.0,7.0,2
915,1.0,22.0,4232.0,1.0,5.0,4.0,6.0,1
916,2.0,62.0,3033.0,4.0,3.0,5.0,5.0,1
917,2.0,58.0,2571.0,4.0,4.0,3.0,5.0,1
918,2.0,56.0,3828.0,5.0,5.0,3.0,6.0,1
919,2.0,52.0,2701.0,5.0,4.0,5.0,5.0,1
920,2.0,36.0,3818.0,4.0,3.0,3.0,6.0,1
921,2.0,19.0,4718.0,1.0,5.0,7.0,6.0,1
922,2.0,50.0,3729.0,7.0,5.0,3.0,6.0,1
923,2.0,34.0,5274.0,4.0,5.0,7.0,7.0,1
924,2.0,58.0,4190.0,5.0,4.0,4.0,6.0,1
925,1.0,61.0,6164.0,5.0,3.0,5.0,7.0,2
926,2.0,54.0,3605.0,6.0,4.0,3.0,6.0,1
927,2.0,53.0,664.0,4.0,3.0,3.0,3.0,0
928,1.0,32.0,6519.0,10.0,5.0,3.0,7.0,2
929,2.0,28.0,1805.0,8.0,5.0,5.0,4.0,0
930,1.0,36.0,5608.0,10.0,5.0,7.0,7.0,1
931,1.0,55.0,1487.0,4.0,3.0,3.0,3.0,0
932,1.0,28.0,2770.0,10.0,5.0,3.0,5.0,1
933,2.0,68.0,2256.0,4.0,4.0,4.0,4.0,1
934,2.0,53.0,2464.0,7.0,4.0,3.0,5.0,1
935,1.0,47.0,10779.0,11.0,5.0,3.0,7.0,2
936,1.0,32.0,2621.0,10.0,5.0,5.0,5.0,1
937,2.0,66.0,2028.0,4.0,4.0,7.0,4.0,0
938,2.0,60.0,3112.0,4.0,3.0,7.0,5.0,1
939,1.0,47.0,6166.0,9.0,5.0,4.0,7.0,2
940,2.0,27.0,1392.0,4.0,5.0,7.0,4.0,0
941,2.0,60.0,1654.0,4.0,3.0,4.0,4.0,0
942,1.0,66.0,1007.0,4.0,3.0,3.0,3.0,0
943,2.0,76.0,4108.0,10.0,5.0,4.0,6.0,1
944,1.0,73.0,3553.0,7.0,5.0,4.0,5.0,1
945,1.0,66.0,3035.0,5.0,3.0,3.0,5.0,1
946,1.0,55.0,4303.0,4.0,3.0,3.0,6.0,1
947,2.0,39.0,3845.0,10.0,5.0,3.0,5.0,1
948,2.0,34.0,3478.0,5.0,4.0,5.0,6.0,1
949,2.0,33.0,5839.0,8.0,5.0,4.0,7.0,1
950,2.0,48.0,2220.0,7.0,4.0,5.0,4.0,1
951,1.0,25.0,6479.0,9.0,5.0,5.0,7.0,2
952,2.0,58.0,2008.0,4.0,3.0,7.0,4.0,0
953,1.0,76.0,2635.0,7.0,4.0,3.0,5.0,1
954,1.0,55.0,2161.0,4.0,5.0,5.0,4.0,0
955,2.0,41.0,2688.0,8.0,5.0,7.0,5.0,1
956,2.0,51.0,2852.0,4.0,3.0,5.0,5.0,1
957,2.0,18.0,5111.0,1.0,5.0,7.0,6.0,1
958,2.0,42.0,6588.0,10.0,5.0,4.0,7.0,2
959,1.0,43.0,10250.0,11.0,5.0,4.0,7.0,2
960,1.0,26.0,1453.0,8.0,5.0,3.0,4.0,0
961,1.0,32.0,5076.0,10.0,5.0,4.0,6.0,1
962,1.0,30.0,1856.0,4.0,3.0,3.0,4.0,0
963,2.0,32.0,2961.0,10.0,5.0,3.0,5.0,1
964,1.0,74.0,3858.0,4.0,3.0,4.0,5.0,1
965,2.0,72.0,2526.0,12.0,5.0,7.0,5.0,1
966,2.0,70.0,2902.0,9.0,5.0,7.0,5.0,1
967,2.0,69.0,4274.0,4.0,4.0,5.0,6.0,1
968,2.0,62.0,476.0,10.0,5.0,5.0,3.0,0
969,1.0,46.0,9675.0,10.0,5.0,4.0,7.0,2
970,2.0,50.0,4748.0,4.0,5.0,7.0,6.0,1
971,2.0,67.0,2586.0,4.0,4.0,7.0,4.0,1
972,1.0,44.0,5619.0,10.0,5.0,4.0,7.0,1
973,1.0,37.0,3767.0,7.0,5.0,5.0,6.0,1
974,2.0,49.0,9522.0,4.0,5.0,4.0,7.0,2
975,1.0,26.0,1362.0,9.0,5.0,3.0,4.0,0
976,1.0,33.0,4319.0,4.0,5.0,4.0,6.0,1
977,1.0,67.0,2390.0,4.0,3.0,3.0,5.0,1
978,1.0,25.0,3011.0,10.0,5.0,5.0,5.0,1
979,2.0,33.0,4608.0,5.0,5.0,7.0,6.0,1
980,1.0,49.0,5310.0,8.0,5.0,4.0,7.0,1
981,1.0,54.0,6416.0,10.0,5.0,3.0,7.0,2
982,2.0,58.0,4812.0,7.0,5.0,4.0,6.0,1
983,2.0,43.0,4617.0,8.0,5.0,7.0,6.0,1
984,1.0,55.0,5636.0,5.0,5.0,7.0,7.0,1
985,2.0,73.0,4124.0,4.0,3.0,4.0,6.0,1
986,2.0,27.0,5500.0,4.0,5.0,3.0,7.0,1
987,2.0,41.0,7101.0,7.0,4.0,7.0,7.0,2
988,2.0,33.0,1463.0,5.0,5.0,3.0,4.0,0
989,2.0,51.0,12386.0,10.0,5.0,3.0,7.0,2
990,2.0,20.0,716.0,1.0,5.0,7.0,2.0,0
991,2.0,61.0,2411.0,10.0,5.0,4.0,5.0,1
992,2.0,75.0,2094.0,4.0,3.0,4.0,4.0,0
993,1.0,56.0,4078.0,4.0,3.0,5.0,6.0,1
994,1.0,18.0,4279.0,1.0,5.0,5.0,6.0,1
995,1.0,59.0,2882.0,4.0,3.0,3.0,4.0,1
996,1.0,56.0,4879.0,4.0,4.0,4.0,6.0,1
997,1.0,34.0,6295.0,8.0,5.0,3.0,7.0,2
998,2.0,24.0,2149.0,1.0,5.0,3.0,4.0,0
999,2.0,45.0,3886.0,4.0,4.0,4.0,6.0,1
1000,2.0,24.0,4601.0,6.0,5.0,7.0,6.0,1
1001,1.0,49.0,578.0,4.0,5.0,5.0,1.0,0
1002,1.0,74.0,3485.0,7.0,4.0,4.0,5.0,1
1003,1.0,33.0,4963.0,10.0,5.0,5.0,6.0,1
1004,1.0,72.0,580.0,4.0,3.0,7.0,3.0,0
1005,1.0,45.0,10487.0,4.0,4.0,4.0,7.0,2
1006,2.0,60.0,3780.0,4.0,4.0,7.0,6.0,1
1007,2.0,65.0,1889.0,4.0,4.0,4.0,3.0,0
1008,2.0,56.0,1378.0,7.0,5.0,5.0,4.0,0
1009,1.0,44.0,9000.0,9.0,5.0,3.0,7.0,2
1010,2.0,45.0,3534.0,4.0,5.0,7.0,6.0,1
1011,1.0,69.0,1955.0,4.0,4.0,7.0,4.0,0
1012,1.0,40.0,3601.0,9.0,5.0,7.0,5.0,1
1013,1.0,35.0,2544.0,9.0,5.0,5.0,5.0,1
1014,2.0,77.0,783.0,7.0,4.0,4.0,3.0,0
1015,1.0,33.0,2738.0,7.0,5.0,5.0,5.0,1
1016,1.0,33.0,4742.0,10.0,5.0,5.0,6.0,1
1017,2.0,25.0,1889.0,4.0,5.0,5.0,4.0,0
1018,2.0,44.0,3589.0,4.0,5.0,7.0,6.0,1
1019,1.0,32.0,4583.0,4.0,5.0,7.0,6.0,1
1020,1.0,31.0,3061.0,0.0,1.0,7.0,4.0,1
1021,1.0,33.0,3797.0,10.0,5.0,3.0,6.0,1
1022,2.0,52.0,4155.0,10.0,5.0,3.0,6.0,1
1023,1.0,57.0,7570.0,4.0,4.0,3.0,7.0,2
1024,1.0,45.0,14792.0,9.0,5.0,4.0,7.0,2
1025,1.0,49.0,9367.0,10.0,5.0,3.0,7.0,2
1026,2.0,34.0,3687.0,8.0,5.0,7.0,6.0,1
1027,1.0,36.0,2164.0,5.0,5.0,3.0,4.0,0
1028,1.0,46.0,5817.0,5.0,5.0,7.0,7.0,1
1029,2.0,68.0,2190.0,4.0,3.0,5.0,4.0,0
1030,1.0,61.0,3918.0,8.0,5.0,3.0,5.0,1
1031,2.0,72.0,1600.0,4.0,3.0,3.0,3.0,0
1032,1.0,33.0,9141.0,10.0,5.0,4.0,7.0,2
1033,2.0,27.0,8098.0,10.0,5.0,4.0,7.0,2
1034,2.0,64.0,5010.0,4.0,5.0,7.0,6.0,1
1035,2.0,70.0,3149.0,5.0,3.0,5.0,5.0,1
1036,1.0,37.0,2607.0,10.0,5.0,3.0,5.0,1
1037,1.0,58.0,2324.0,4.0,6.0,4.0,5.0,1
1038,2.0,63.0,1808.0,5.0,4.0,4.0,4.0,0
1039,2.0,29.0,4924.0,8.0,5.0,3.0,6.0,1
1040,2.0,61.0,2023.0,4.0,4.0,3.0,4.0,0
1041,2.0,57.0,2938.0,5.0,5.0,7.0,5.0,1
1042,1.0,53.0,3263.0,9.0,5.0,3.0,6.0,1
1043,1.0,42.0,3339.0,7.0,5.0,5.0,6.0,1
1044,1.0,75.0,2048.0,4.0,3.0,3.0,3.0,0
1045,2.0,77.0,4012.0,5.0,4.0,4.0,5.0,1
1046,2.0,33.0,4354.0,5.0,5.0,7.0,6.0,1
1047,2.0,48.0,6831.0,10.0,5.0,4.0,7.0,2
1048,1.0,35.0,3197.0,10.0,5.0,4.0,5.0,1
1049,1.0,64.0,5689.0,4.0,3.0,7.0,7.0,1
1050,2.0,66.0,3762.0,5.0,3.0,3.0,5.0,1
1051,1.0,27.0,453.0,8.0,5.0,3.0,2.0,0
1052,1.0,54.0,2692.0,4.0,4.0,4.0,5.0,1
1053,1.0,27.0,2742.0,4.0,5.0,4.0,5.0,1
1054,1.0,46.0,6020.0,5.0,5.0,7.0,7.0,2
1055,1.0,28.0,1777.0,4.0,4.0,5.0,4.0,0
1056,2.0,19.0,2314.0,7.0,5.0,5.0,5.0,1
1057,2.0,20.0,9417.0,1.0,5.0,5.0,7.0,2
1058,1.0,48.0,4247.0,9.0,5.0,5.0,6.0,1
1059,2.0,32.0,5116.0,4.0,4.0,3.0,6.0,1
1060,2.0,65.0,4803.0,9.0,5.0,3.0,6.0,1
1061,2.0,74.0,2979.0,4.0,4.0,4.0,5.0,1
1062,2.0,49.0,1074.0,3.0,4.0,3.0,1.0,0
1063,1.0,25.0,1307.0,8.0,5.0,3.0,2.0,0
1064,1.0,68.0,3624.0,5.0,3.0,5.0,6.0,1
1065,2.0,71.0,1625.0,4.0,3.0,5.0,4.0,0
1066,2.0,67.0,1436.0,10.0,5.0,5.0,3.0,0
1067,1.0,59.0,5145.0,10.0,5.0,4.0,7.0,1
1068,1.0,31.0,18735.0,4.0,5.0,4.0,7.0,2
1069,1.0,30.0,2062.0,5.0,5.0,3.0,4.0,0
1070,1.0,65.0,1117.0,7.0,4.0,4.0,1.0,0
1071,1.0,36.0,7947.0,3.0,5.0,4.0,7.0,2
1072,2.0,50.0,2882.0,4.0,3.0,5.0,5.0,1
1073,1.0,56.0,3085.0,4.0,4.0,4.0,4.0,1
1074,1.0,59.0,4058.0,4.0,3.0,7.0,6.0,1
1075,2.0,28.0,2086.0,8.0,5.0,5.0,4.0,0
1076,2.0,68.0,3637.0,5.0,3.0,3.0,5.0,1
1077,2.0,48.0,6725.0,10.0,5.0,4.0,7.0,2
1078,1.0,52.0,4843.0,10.0,5.0,7.0,6.0,1
1079,1.0,70.0,4243.0,4.0,4.0,5.0,6.0,1
1080,2.0,73.0,2339.0,5.0,3.0,4.0,5.0,1
1081,2.0,37.0,7329.0,10.0,5.0,3.0,7.0,2
1082,1.0,69.0,1967.0,5.0,4.0,3.0,4.0,0
1083,2.0,48.0,7362.0,4.0,5.0,3.0,7.0,2
1084,2.0,62.0,14192.0,10.0,5.0,5.0,7.0,2
1085,1.0,22.0,4899.0,1.0,5.0,4.0,6.0,1
1086,1.0,58.0,1147.0,4.0,4.0,4.0,3.0,0
1087,2.0,69.0,4449.0,4.0,4.0,5.0,6.0,1
1088,1.0,28.0,6037.0,10.0,5.0,3.0,7.0,2
1089,2.0,32.0,4704.0,4.0,4.0,3.0,6.0,1
1090,1.0,54.0,2893.0,4.0,3.0,4.0,5.0,1
1091,2.0,50.0,1960.0,4.0,3.0,3.0,4.0,0
1092,1.0,32.0,3876.0,10.0,5.0,7.0,6.0,1
1093,2.0,35.0,5268.0,4.0,5.0,4.0,7.0,1
1094,2.0,43.0,1997.0,4.0,4.0,4.0,4.0,0
1095,2.0,53.0,3649.0,6.0,4.0,3.0,6.0,1
1096,2.0,62.0,1333.0,5.0,3.0,5.0,3.0,0
1097,2.0,26.0,8615.0,10.0,5.0,4.0,7.0,2
1098,1.0,56.0,4159.0,5.0,4.0,3.0,6.0,1
1099,1.0,49.0,4175.0,4.0,5.0,7.0,6.0,1
1100,1.0,65.0,4027.0,4.0,3.0,5.0,5.0,1
1101,1.0,56.0,5674.0,10.0,5.0,3.0,7.0,1
1102,1.0,54.0,2867.0,4.0,3.0,5.0,5.0,1
1103,1.0,68.0,10266.0,9.0,5.0,5.0,7.0,2
1104,1.0,65.0,6411.0,5.0,4.0,4.0,7.0,2
1105,2.0,52.0,5517.0,9.0,5.0,3.0,7.0,1
1106,2.0,72.0,5042.0,4.0,3.0,7.0,6.0,1
1107,2.0,52.0,1030.0,5.0,5.0,3.0,3.0,0
1108,1.0,42.0,2462.0,9.0,5.0,4.0,5.0,1
1109,2.0,41.0,3278.0,4.0,4.0,4.0,5.0,1
1110,2.0,38.0,1775.0,10.0,5.0,7.0,4.0,0
1111,1.0,28.0,2717.0,10.0,5.0,3.0,5.0,1
1112,2.0,40.0,2364.0,9.0,5.0,3.0,5.0,1
1113,2.0,44.0,1575.0,4.0,4.0,4.0,4.0,0
1114,1.0,60.0,2614.0,4.0,4.0,3.0,5.0,1
1115,1.0,67.0,2657.0,4.0,3.0,3.0,5.0,1
1116,2.0,46.0,4771.0,7.0,5.0,4.0,6.0,1
1117,1.0,65.0,569.0,4.0,3.0,3.0,3.0,0
1118,2.0,46.0,5896.0,11.0,5.0,5.0,7.0,1
1119,2.0,56.0,7471.0,4.0,4.0,7.0,7.0,2
1120,2.0,29.0,3308.0,10.0,5.0,4.0,6.0,1
1121,1.0,55.0,8978.0,7.0,4.0,4.0,7.0,2
1122,2.0,55.0,6010.0,9.0,5.0,5.0,7.0,2
1123,2.0,49.0,1392.0,12.0,5.0,4.0,4.0,0
1124,1.0,47.0,3853.0,11.0,5.0,3.0,6.0,1
1125,1.0,54.0,10933.0,4.0,4.0,4.0,7.0,2
1126,1.0,21.0,8559.0,7.0,4.0,3.0,7.0,2
1127,1.0,45.0,4171.0,10.0,5.0,3.0,6.0,1
1128,2.0,74.0,3166.0,4.0,3.0,3.0,4.0,1
1129,2.0,34.0,3654.0,8.0,5.0,4.0,6.0,1
1130,1.0,60.0,828.0,4.0,4.0,3.0,1.0,0
1131,2.0,67.0,1634.0,4.0,3.0,3.0,4.0,0
1132,2.0,53.0,5537.0,4.0,5.0,4.0,7.0,1
1133,1.0,79.0,4143.0,4.0,3.0,3.0,5.0,1
1134,2.0,52.0,4219.0,4.0,4.0,5.0,6.0,1
1135,2.0,62.0,2753.0,4.0,3.0,7.0,5.0,1
1136,1.0,56.0,7846.0,4.0,4.0,3.0,7.0,2
1137,1.0,52.0,3343.0,11.0,5.0,5.0,6.0,1
1138,2.0,58.0,3352.0,7.0,5.0,4.0,5.0,1
1139,2.0,34.0,7770.0,10.0,5.0,7.0,7.0,2
1140,2.0,36.0,1628.0,10.0,5.0,5.0,4.0,0
1141,2.0,67.0,3053.0,10.0,5.0,5.0,5.0,1
1142,1.0,43.0,1646.0,4.0,4.0,3.0,4.0,0
1143,1.0,20.0,4213.0,1.0,5.0,7.0,6.0,1
1144,2.0,71.0,2133.0,4.0,1.0,3.0,4.0,0
1145,1.0,31.0,2614.0,9.0,5.0,3.0,5.0,1
1146,2.0,45.0,3676.0,5.0,5.0,7.0,5.0,1
1147,1.0,35.0,3299.0,4.0,5.0,7.0,6.0,1
1148,1.0,60.0,2914.0,4.0,3.0,4.0,5.0,1
1149,2.0,60.0,4962.0,3.0,4.0,7.0,6.0,1
1150,1.0,78.0,629.0,4.0,3.0,4.0,3.0,0
1151,2.0,35.0,5060.0,7.0,5.0,5.0,6.0,1
1152,2.0,77.0,1958.0,0.0,3.0,4.0,4.0,0
1153,1.0,73.0,2818.0,4.0,3.0,4.0,5.0,1
1154,2.0,61.0,5317.0,8.0,5.0,7.0,7.0,1
1155,1.0,45.0,5947.0,4.0,3.0,7.0,7.0,2
1156,2.0,71.0,3641.0,4.0,3.0,5.0,5.0,1
1157,1.0,44.0,6104.0,10.0,5.0,3.0,7.0,2
1158,1.0,77.0,3173.0,9.0,5.0,4.0,4.0,1
1159,1.0,34.0,3590.0,7.0,5.0,5.0,6.0,1
1160,1.0,60.0,3520.0,5.0,3.0,4.0,6.0,1
1161,1.0,63.0,1417.0,4.0,4.0,7.0,4.0,0
1162,1.0,35.0,2334.0,9.0,5.0,5.0,5.0,1
1163,2.0,52.0,5164.0,9.0,5.0,3.0,7.0,1
1164,2.0,73.0,3125.0,4.0,3.0,3.0,4.0,1
1165,2.0,75.0,1238.0,4.0,3.0,4.0,3.0,0
1166,1.0,74.0,4625.0,5.0,4.0,3.0,6.0,1
1167,1.0,34.0,2379.0,4.0,4.0,3.0,5.0,1
1168,2.0,41.0,5254.0,9.0,5.0,3.0,7.0,1
1169,1.0,62.0,6014.0,5.0,3.0,3.0,7.0,2
1170,2.0,68.0,2830.0,4.0,3.0,3.0,5.0,1
1171,2.0,68.0,3051.0,4.0,3.0,5.0,5.0,1
1172,2.0,33.0,3315.0,9.0,5.0,3.0,6.0,1
1173,1.0,60.0,4244.0,7.0,3.0,4.0,6.0,1
1174,2.0,29.0,6794.0,10.0,5.0,5.0,7.0,2
1175,1.0,62.0,3352.0,4.0,5.0,4.0,6.0,1
1176,1.0,35.0,3074.0,10.0,5.0,3.0,5.0,1
1177,2.0,44.0,3181.0,4.0,4.0,4.0,5.0,1
1178,1.0,34.0,8351.0,8.0,5.0,5.0,7.0,2
1179,1.0,27.0,1471.0,8.0,5.0,3.0,4.0,0
1180,1.0,39.0,4858.0,10.0,5.0,3.0,6.0,1
1181,2.0,25.0,9303.0,9.0,5.0,7.0,7.0,2
1182,1.0,77.0,3714.0,4.0,4.0,5.0,6.0,1
1183,2.0,62.0,3137.0,10.0,5.0,4.0,5.0,1
1184,1.0,59.0,1870.0,4.0,4.0,7.0,4.0,0
1185,2.0,66.0,3373.0,9.0,5.0,5.0,5.0,1
1186,2.0,46.0,3593.0,4.0,4.0,3.0,6.0,1
1187,1.0,64.0,4042.0,4.0,3.0,4.0,6.0,1
1188,2.0,48.0,5604.0,11.0,5.0,3.0,7.0,1
1189,1.0,58.0,8020.0,9.0,5.0,5.0,7.0,2
1190,1.0,24.0,7480.0,1.0,5.0,4.0,7.0,2
1191,2.0,35.0,10798.0,8.0,5.0,5.0,7.0,2
1192,2.0,46.0,4070.0,4.0,4.0,3.0,5.0,1
1193,2.0,52.0,2536.0,3.0,3.0,3.0,5.0,1
1194,2.0,63.0,2988.0,7.0,4.0,7.0,5.0,1
1195,2.0,32.0,4178.0,9.0,5.0,3.0,6.0,1
1196,1.0,35.0,5026.0,4.0,5.0,3.0,6.0,1
1197,2.0,53.0,2800.0,5.0,4.0,4.0,5.0,1
1198,1.0,57.0,727.0,4.0,4.0,3.0,3.0,0
1199,2.0,66.0,2959.0,6.0,4.0,3.0,5.0,1
1200,2.0,45.0,3757.0,4.0,5.0,3.0,5.0,1
1201,1.0,58.0,14440.0,7.0,4.0,3.0,7.0,2
1202,2.0,43.0,5351.0,11.0,5.0,5.0,7.0,1
1203,1.0,64.0,5775.0,7.0,4.0,3.0,7.0,1
1204,1.0,64.0,3386.0,5.0,3.0,5.0,6.0,1
1205,1.0,71.0,2683.0,4.0,2.0,3.0,5.0,1
1206,2.0,76.0,3974.0,4.0,4.0,4.0,6.0,1
1207,1.0,43.0,9227.0,10.0,5.0,3.0,7.0,2
1208,2.0,62.0,1629.0,5.0,4.0,4.0,4.0,0
1209,1.0,21.0,5455.0,8.0,5.0,3.0,7.0,1
1210,2.0,24.0,773.0,1.0,5.0,3.0,3.0,0
1211,2.0,36.0,5131.0,10.0,5.0,5.0,7.0,1
1212,1.0,53.0,10899.0,4.0,4.0,4.0,7.0,2
1213,2.0,77.0,1118.0,4.0,1.0,7.0,3.0,0
1214,1.0,31.0,4834.0,8.0,4.0,3.0,6.0,1
1215,1.0,68.0,4796.0,4.0,3.0,4.0,6.0,1
1216,1.0,35.0,2431.0,4.0,4.0,3.0,4.0,1
1217,1.0,46.0,1471.0,7.0,5.0,3.0,4.0,0
1218,2.0,42.0,12165.0,4.0,4.0,4.0,7.0,2
1219,1.0,46.0,3698.0,5.0,4.0,5.0,6.0,1
1220,1.0,59.0,5242.0,4.0,3.0,3.0,7.0,1
1221,1.0,45.0,10733.0,11.0,5.0,4.0,7.0,2
1222,1.0,60.0,10593.0,4.0,3.0,3.0,7.0,2
1223,1.0,69.0,2182.0,4.0,3.0,5.0,4.0,0
1224,1.0,35.0,7166.0,10.0,5.0,4.0,7.0,2
1225,1.0,69.0,1980.0,10.0,5.0,7.0,4.0,0
1226,2.0,70.0,3067.0,5.0,3.0,3.0,5.0,1
1227,1.0,34.0,3547.0,11.0,5.0,7.0,6.0,1
1228,1.0,63.0,2289.0,4.0,3.0,3.0,4.0,1
1229,1.0,49.0,4272.0,9.0,5.0,5.0,6.0,1
1230,2.0,29.0,2108.0,8.0,5.0,4.0,4.0,0
1231,2.0,66.0,1498.0,5.0,4.0,4.0,4.0,0
1232,1.0,55.0,2539.0,4.0,3.0,3.0,4.0,1
1233,2.0,61.0,2481.0,7.0,5.0,3.0,5.0,1
1234,2.0,62.0,531.0,3.0,3.0,4.0,1.0,0
1235,1.0,60.0,2933.0,4.0,3.0,4.0,5.0,1
1236,2.0,33.0,3471.0,9.0,5.0,3.0,6.0,1
1237,2.0,55.0,3054.0,10.0,5.0,5.0,5.0,1
1238,2.0,72.0,2086.0,12.0,3.0,7.0,4.0,0
1239,2.0,57.0,1322.0,4.0,3.0,4.0,3.0,0
1240,2.0,38.0,3971.0,10.0,5.0,3.0,5.0,1
1241,2.0,72.0,3233.0,7.0,4.0,3.0,4.0,1
1242,1.0,31.0,7528.0,8.0,5.0,7.0,7.0,2
1243,2.0,34.0,1392.0,4.0,5.0,3.0,4.0,0
1244,2.0,24.0,7316.0,1.0,5.0,3.0,7.0,2
1245,2.0,73.0,3613.0,5.0,3.0,7.0,6.0,1
1246,1.0,37.0,5092.0,4.0,4.0,3.0,6.0,1
1247,2.0,34.0,3639.0,8.0,5.0,4.0,6.0,1
1248,2.0,45.0,5377.0,11.0,5.0,5.0,7.0,1
1249,1.0,21.0,3054.0,4.0,3.0,7.0,5.0,1
1250,1.0,37.0,7869.0,7.0,4.0,3.0,7.0,2
1251,1.0,46.0,3287.0,10.0,5.0,7.0,6.0,1
1252,2.0,41.0,3225.0,10.0,5.0,4.0,5.0,1
1253,1.0,39.0,5803.0,9.0,5.0,3.0,7.0,1
1254,2.0,46.0,4179.0,10.0,5.0,4.0,6.0,1
1255,1.0,75.0,1972.0,7.0,3.0,5.0,4.0,0
1256,1.0,27.0,2310.0,10.0,5.0,3.0,5.0,1
1257,2.0,48.0,5761.0,9.0,5.0,3.0,7.0,1
1258,2.0,43.0,3456.0,4.0,5.0,7.0,6.0,1
1259,1.0,33.0,6993.0,9.0,5.0,5.0,7.0,2
